distance;e_elst;e_exch;e_ind;e_disp;e_tot;e_chelpg_hf;e_pol;e_pol_rahul;e_pair;e_int
4.034731;-9.63384595;0.03700814;-4.61592251;-3.51584527;-17.72860558;-9.763034407491777;-3.486397179603164;-6.219728304008687;-4.479173992905059;-7.965571172508223
4.234731;-9.25738663;0.01707172;-4.13092898;-2.95495627;-16.32620016;-9.37205846066451;-3.1598146588589473;-5.619891212474685;-3.7943270404765417;-6.954141699335489
4.434731;-8.89111339;0.00772629;-3.70971426;-2.49887347;-15.09197484;-8.99350577838188;-2.8714812599808037;-5.092066437804745;-3.2269878016373164;-6.09846906161812
4.634731;-8.53516586;0.00341974;-3.34193935;-2.12528476;-13.99897024;-8.62786128145479;-2.615909870923148;-4.625776152101875;-2.7551990876220627;-5.371108958545211
4.834731;-8.19027197;0.00143595;-3.01931465;-1.81712879;-13.02527946;-8.275341618833297;-2.38855953539612;-4.212339970385135;-2.3613783057705833;-4.7499378411667035
5.034731;-7.85712133;0.0005055;-2.73510332;-1.56126721;-12.15298636;-7.935988272096515;-2.185643652794964;-3.8445237356136683;-2.0313544351085207;-4.216998087903485
5.234731;-7.53605576;6.15e-05;-2.48375699;-1.34750657;-11.36725783;-7.609722725533839;-2.0039827403257133;-3.5162631765898356;-1.7535523641404476;-3.757535104466161
5.434731;-7.22717564;-0.00014386;-2.26068539;-1.16788168;-10.65588657;-7.296380563742206;-1.8408902091113248;-3.2224460009240303;-1.518615797146469;-3.359506006257794
5.634731;-6.93037248;-0.00022327;-2.0620685;-1.01612286;-10.00878711;-6.995733727501298;-1.694082853749405;-2.9587393336647616;-1.3189705287492972;-3.0130533824987022
5.834731;-6.64547448;-0.00023442;-1.88469932;-0.88726049;-9.41766872;-6.707505971874176;-1.561610037406771;-2.721452326461841;-1.148552710719053;-2.710162748125824
6.034731;-6.37227456;-0.00021116;-1.72588156;-0.77732847;-8.87569575;-6.431384282498188;-1.4417971672767629;-2.5074261158419837;-1.0025143002250494;-2.4443114675018123
6.234731;-6.11055011;-0.0001744;-1.58332097;-0.68313987;-8.37718534;-6.167027760965793;-1.3332002029560268;-2.313945141996403;-0.876957376078181;-2.210157579034208
6.434731;-5.86002151;-0.00013632;-1.45505706;-0.60211669;-7.91733158;-5.914074815745808;-1.2345687641294931;-2.1386652410021783;-0.7686880001246987;-2.003256764254192
6.634731;-5.62040997;-0.00010297;-1.33939892;-0.53215986;-7.49207172;-5.672149131497117;-1.1448160008808246;-1.9795549864234188;-0.6751065876220583;-1.819922588502883
6.834731;-5.39137859;-7.638e-05;-1.23490231;-0.47154945;-7.09790673;-5.440864694486766;-1.0629938267484178;-1.8348475606695376;-0.594048208764816;-1.6570420355132338
7.034731;-5.17257344;-5.634e-05;-1.14029397;-0.4188677;-6.73179145;-5.219830047378764;-0.988272437489186;-1.7030010459816567;-0.5236889651320502;-1.5119614026212362
7.234731;-4.96359409;-4.17e-05;-1.05447924;-0.3729394;-6.39105443;-5.008651890634424;-0.9199232795022173;-1.5826654882702846;-0.4624792598633579;-1.3824025393655752
7.434731;-4.76404972;-3.112e-05;-0.97650131;-0.33278501;-6.07336717;-4.80693811730991;-0.8573048134983932;-1.4726554409155583;-0.40912423919169694;-1.26642905269009
7.634731;-4.57354421;-2.343e-05;-0.90551978;-0.2975846;-5.77667202;-4.614300350898899;-0.7998505571733732;-1.3719269673758177;-0.36252111192772785;-1.162371669101101
7.834731;-4.39165995;-1.775e-05;-0.84080225;-0.26664845;-5.4991284;-4.430356045544394;-0.7470589966790359;-1.2795582912984476;-0.3217133577765704;-1.0687723544556063
8.034731;-4.21802838;-1.346e-05;-0.78169634;-0.23939415;-5.23913233;-4.254730201039692;-0.6984850387431719;-1.1947334458341032;-0.2859170902171365;-0.9844021289603084
