distance;e_lj;e_lj_damp
1.787181;62.17303684323037;73.47973538444094
1.987181;27.380310901396342;38.91311806693455
2.187181;9.051121801474373;19.827009996231247
2.387181;-0.01119236047374983;9.660696126113807
2.587181;-4.052691100117919;4.470002237579365
2.787181;-5.493207235853356;1.9625464407297706
2.987181;-5.66773716872895;0.8458447378105269
3.187181;-5.285570467144866;0.4148319237736864
3.387181;-4.707020028442951;0.2980971632413212
3.587181;-4.100671980047862;0.311312118178769
3.787181;-3.5330284158664798;0.3721908393349924
3.987181;-3.024886583963884;0.44584153601521503
4.187181;-2.5808651811302172;0.5156851636476469
4.387181;-2.199627703149058;0.5731473157808225
4.587181;-1.8766008816791486;0.6146717728859894
4.787181;-1.6053971408257173;0.6399964971469023
4.987181;-1.3789579654917539;0.650733591359578
5.187181;-1.1902579236017403;0.6494312536333444
5.387181;-1.0327712040475068;0.6389167469304464
5.587181;-0.900766617089177;0.6218491931614198
5.787181;-0.7894137304853586;0.600492802471476
5.987181;-0.694804051242984;0.5766002809153914
6.187181;-0.613810525931016;0.5514777625986573
6.387181;-0.5440036475770902;0.5260086407569191
6.587181;-0.48348535092673783;0.5007717074548577
