distance;e_lj;e_lj_damp
1.728893;432.3393793610675;434.8260950523833
1.928893;193.62438939167384;206.76528797382383
2.128893;81.53921854768168;97.50695957721764
2.328893;29.064307688510922;44.74604667818083
2.528893;6.535838926727791;21.58955268166428
2.628893;0.05933864347783668;14.346714044744314
2.728893;-4.099291924586222;9.36134036055866
2.828893;-6.65675197153762;5.9655268146506195
2.928893;-8.116615508514682;3.6853653341128556
3.028893;-8.832585418292881;2.184330785058357
3.128893;-9.052347611821874;1.2238410201665282
3.228893;-8.94852777910384;0.6352287258716416
3.328893;-8.640656003552698;0.2997125899045976
3.528893;-7.090021587700647;1.2548147291783884
3.728893;-6.130932349631312;1.1566460398724487
3.928893;-5.194433947324592;1.194192484822132
4.128893;-4.35301012394656;1.2705060545393412
4.328893;-3.6301226839651433;1.3400632213005927
4.528893;-3.0257086593240015;1.3841920037558388
4.728893;-2.5286767828828154;1.3984877133424964
4.928893;-2.123499666349648;1.385796565494636
5.128893;-1.7940142341530958;1.3519307844751367
5.328893;-1.52536342063534;1.3032843623738195
5.528893;-1.3049390302078816;1.245518564130113
5.728893;-1.1225666542988062;1.183076516709269
5.928893;-0.9703331878125581;1.1191168593126335
6.128893;-0.8421723712472406;1.055739615485284
6.328893;-0.7335232013317365;0.9941789774922132
6.528893;-0.6408658389927764;0.9351496770952488
6.728893;-0.5614785620005087;0.8789964872761522
6.928893;-0.4932108682445453;0.8258463795853981
7.128893;-0.434323032241974;0.7757089014325054
7.328893;-0.3833672122874392;0.7285465039348962
7.528893;-0.33914328030552543;0.6842792115760741
