distance;e_mult_2;e_mult_2q;e_chelpg_hf;e_chelpg_mp2;e_chelpg_dft
1.528893;38.354818861835774;39.57243378779052;49.59898193976913;46.58211201345228;46.22935594001664
1.728893;28.03007707858579;28.94863554377733;34.199429929135086;32.619113668405234;32.43440830316068
1.928893;22.679118985113504;23.364930443726298;26.164728678474894;25.321647032876065;25.223190207091626
2.128893;19.743267958258706;20.24450887899216;21.759607326381825;21.302940624503275;21.249691958760792
2.328893;18.01716285532777;18.370203880730866;19.202679958680065;18.951332250493348;18.922104886593154
2.528893;16.908200335558156;17.1413698172842;17.60789143286844;17.46661742766537;17.450267701678438
2.628893;16.4845992682822;16.666608185740543;17.019354931806795;16.912304309756816;16.899958098441886
2.728893;16.116221540544448;16.25214494283532;16.521162333988546;16.439298857472338;16.429898808413885
2.828893;15.787303076751355;15.881731551552356;16.089012212569678;16.025721776878854;16.01849392004599
2.928893;15.486485100627327;15.543585234413227;15.705233142439264;15.655672800227247;15.65005038897168
3.028893;15.205594324781101;15.229158482058335;15.356965486476001;15.317589255467157;15.313157288986922
3.128893;14.938769025733968;14.932256690084282;15.034854294445083;15.003066721843618;14.999521413980334
3.228893;14.68182901458599;14.648401440669648;14.732104183741798;14.70600667331528;14.703125773924256
3.328893;14.43181905598561;14.374368599710214;14.44379264344569;14.421997396642801;14.419618423438196
3.528893;13.944988816562011;13.847216048977817;13.897288335103584;13.881330535785281;13.87963135765877
3.728893;13.468557149216686;13.339371298240948;13.377458081891815;13.365124236901792;13.363845500924642
3.928893;12.998549666770318;12.845423403833355;12.875458010009805;12.865566874309287;12.864570048878786
4.128893;12.53394666428893;12.36313129402931;12.387242166363894;12.379155066389403;12.378365150779683
4.328893;12.075173773924165;11.891876306656405;11.911258585573927;11.904617277195793;11.903992130984323
4.528893;11.623289093509293;11.431821564008779;11.4471986124865;11.44178647834186;11.441300580137069
4.728893;11.179551000888612;10.983458532439691;10.995322031470696;10.990991883508727;10.990627881380929
4.928893;10.745194833169824;10.547366619267608;10.556097995984176;10.552735573334411;10.552480010799023
5.128893;10.321324225237538;10.124090217844902;10.1300192970591;10.127525647426722;10.127366898282249
5.328893;9.908865138271931;9.714080418546668;9.717511563379366;9.715795203740658;9.715722550808229
5.528893;9.5085537605657;9.317672093351264;9.31889409441959;9.317868059718142;9.317871345393291
5.728893;9.120942232989549;8.935080027105897;8.934368359238988;8.933949546060997;8.934019091441241
5.928893;8.746413238281571;8.566404964257947;8.564020879192533;8.564130339956556;8.56425697534837
6.128893;8.385198451864847;8.21164445623587;8.207833141768537;8.208396658247441;8.208571786596
6.328893;8.03739807901074;7.870705650675958;7.865694495060671;7.866643118609132;7.866858775318265
6.528893;7.702999965976436;7.543418439788001;7.537415818856254;7.538686251690045;7.538935146154058
6.728893;7.381897494356514;7.229548112313291;7.222742804474934;7.224277590360003;7.224553125512781
6.928893;7.073905882837866;6.9288070707478475;6.921368258305692;6.9231157952004585;6.923412066545159
7.128893;6.778776759698036;6.640865416015225;6.63294317161958;6.63485757677907;6.6351693544558845
7.328893;6.496211006384471;6.365360340355792;6.3570864821938935;6.359127344850748;6.35945004283324
7.528893;6.225869949287239;6.101904348216688;6.093393553584804;6.095525608515742;6.095855244812276
