distance;e_elst;e_exch;e_ind;e_disp;e_tot;e_chelpg_hf;e_pol;e_pol_rahul;e_pair;e_int
5.128893;10.34696348;0.0039382;-6.01149741;-1.29998299;3.03942128;10.381518713894579;-4.0527963095726705;-7.223359350844272;-3.2893011243219084;-7.342097433894579
5.328893;10.05196706;0.00159441;-5.4550547;-1.09817724;3.50032953;10.07861452441838;-3.7035059586001244;-6.587583407918272;-2.874779035818256;-6.5782849944183805
5.528893;9.75754243;0.00054909;-4.96093068;-0.93365922;3.86350162;9.780827796496625;-3.3919094506773844;-6.0223594854022595;-2.525416725819241;-5.917326176496625
5.728893;9.46593763;8.72e-05;-4.52086765;-0.79853926;4.14661791;9.488473774434366;-3.1130599201956595;-5.518142325392006;-2.228795944238707;-5.3418558644343666
5.928893;9.17879049;-0.00010775;-4.12786947;-0.6867653;4.36404797;9.201846544123551;-2.8627768721462825;-5.066907685488417;-1.9750217019772691;-4.837798574123552
6.128893;8.89714135;-0.00017976;-3.77599861;-0.59366517;4.52729781;8.921208220580338;-2.637510016701605;-4.661875973915473;-1.756400393878733;-4.393910410580338
6.328893;8.62163295;-0.00019547;-3.46018393;-0.5156086;4.64564496;8.646783905107885;-2.434230195756602;-4.297291675717711;-1.5669087493512825;-4.0011389451078845
6.528893;8.35260879;-0.0001858;-3.17608089;-0.4497568;4.72658531;8.37876001936303;-2.2503414691210692;-3.968246275422494;-1.4018332402419609;-3.65217470936303
6.728893;8.09025404;-0.00016501;-2.91995397;-0.393876;4.77625907;8.11728462989664;-2.0836098405516137;-3.6705353145135478;-1.2574157193450257;-3.3410255598966394
6.928893;7.83464502;-0.00013989;-2.68857618;-0.34619734;4.7997316;7.862468945270842;-1.9321051540158598;-3.40054239521461;-1.1306321912549817;-3.0627373452708415
7.128893;7.58579967;-0.000114;-2.4791569;-0.30531112;4.80121766;7.614389492537964;-1.7941534776253503;-3.1551445729560634;-1.0190183549126142;-2.8131718325379644
7.328893;7.34370638;-8.942e-05;-2.28926234;-0.27008624;4.78426838;7.373090668126258;-1.668297887125541;-2.9316348151436027;-0.9205244010007165;-2.5888222881262575
7.528893;7.09654865;-5.275e-05;-2.11679436;-0.23962858;4.74007296;7.138587469620627;-1.5532660131976945;-2.7276581461661578;-0.8452484964229325;-2.398514509620627
