distance;e_elst;e_exch;e_ind;e_disp;e_tot;e_chelpg_hf;e_pol;e_pol_rahul;e_pair;e_int
1.634731;-50.58443563;147.42364073;-46.75656657;-57.57805146;-7.49541293;-17.462441553001526;-15.936555617835642;-23.564684497590367;25.90358424083717;9.967028623001525
1.834731;-33.52703455;80.78438678;-35.49881999;-43.39860581;-31.64007356;-15.449961347316583;-13.949876747047469;-22.94790941518048;-2.2402354656359478;-16.190112212683417
1.934731;-27.98634202;59.43630462;-31.0230075;-37.86188399;-37.43492889;-14.785049431266275;-13.015695297701743;-22.052504487024542;-9.634184161031985;-22.64987945873373
2.034731;-23.83629739;43.559734;-27.27168731;-33.13135329;-40.679604;-14.259662367261763;-12.141371027598645;-21.00222972273983;-14.278570605139592;-26.419941632738237
2.134731;-20.73553513;31.80467014;-24.14975436;-29.08443544;-42.16505479;-13.833277076435579;-11.330853041022031;-19.890827998570888;-17.00092467254239;-28.33177771356442
2.234731;-18.41815785;23.13790922;-21.55208867;-25.60554357;-42.43788087;-13.477741010782223;-10.583640033515879;-18.774809016853673;-18.3764998257019;-28.960139859217776
2.334731;-16.68071955;16.77485803;-19.3829818;-22.60831292;-41.89715624;-13.173296575786503;-9.89684165202204;-17.687357665526612;-18.82701801219146;-28.7238596642135
2.434731;-15.36971565;12.12194368;-17.5596674;-20.01839552;-40.8258349;-12.905956647616637;-9.266399673496391;-16.647043536774955;-18.65347857888697;-27.91987825238336
2.534731;-14.37100405;8.73262953;-16.01386923;-17.77411074;-39.42635449;-12.66574670948348;-8.687803521359202;-15.663309814381279;-18.072804259157323;-26.760607780516523
2.634731;-13.60065899;6.27273085;-14.69067513;-15.82406617;-37.84266945;-12.445511326680169;-8.156500087441135;-14.73994945285942;-17.2406580358787;-25.397158123319834
2.734731;-12.99754014;4.49341809;-13.54663468;-14.12524089;-36.17599762;-12.24009352273691;-7.668118752603567;-13.87731374361919;-16.267785344659522;-23.935904097263087
2.834731;-12.51733773;3.21037546;-12.5477176;-12.64145872;-34.49613859;-12.045764035660149;-7.218585285110921;-13.073717071605317;-15.231789269228932;-22.450374554339852
2.934731;-12.12796607;2.28778891;-11.667375;-11.34223392;-32.84978608;-11.8598202562387;-6.804169740844265;-12.326328972777253;-14.185796082917037;-20.989965823761302
3.034731;-11.80602815;1.62608452;-10.88490271;-10.20175083;-31.26659717;-11.680301826313524;-6.421496044292657;-11.631737610185315;-13.16479929939382;-19.586295343686476
3.234731;-11.3000698;0.81458595;-9.552093;-8.3128016;-28.35037845;-11.335248160439907;-5.739557368343687;-10.38636772094385;-11.275572921216408;-17.015130289560094
3.434731;-10.90527689;0.4027254;-8.455607;-6.83727934;-25.79543783;-11.003337809094848;-5.1521595479666065;-9.309034508394486;-9.639940472938546;-14.792100020905153
3.634731;-10.57363967;0.19588239;-7.53538359;-5.67083861;-23.58397948;-10.680831024205167;-4.642895547599871;-8.373865937341881;-8.26025290819496;-12.903148455794833
3.834731;-10.27102447;0.09343199;-6.75075875;-4.74125451;-21.66960574;-10.36587501312405;-4.198698102929748;-7.558666228534077;-7.105032623946204;-11.303730726875951
4.034731;-9.98081747;0.04360955;-6.07373094;-3.99358403;-20.00452289;-10.057622522924225;-3.809108669326665;-6.844848467170994;-6.13779169774911;-9.946900367075775
4.234731;-9.69538062;0.01991716;-5.4842656;-3.38689212;-18.54662118;-9.7557538828341;-3.465696822353814;-6.2170062375440835;-5.325170474812086;-8.7908672971659
4.434731;-9.41222067;0.0089107;-4.96751575;-2.89045004;-17.26127577;-9.460216829059366;-3.1616118426484;-5.662406796490842;-4.639447098292235;-7.801058940940635
4.634731;-9.13152907;0.00388949;-4.5120056;-2.48100398;-16.12064915;-9.171084926053892;-2.8912401584756626;-5.170515504650701;-4.058324065470444;-6.949564223946107
4.834731;-8.85438843;0.00161097;-4.10861413;-2.14080714;-15.10219873;-8.888480961066001;-2.649944188191513;-4.732587009712234;-3.563773580742485;-6.213717768933998
5.034731;-8.58191095;0.00056637;-3.74992281;-1.85619534;-14.18746273;-8.612536080574024;-2.433862655467462;-4.341327884767463;-3.1410639939585137;-5.574926649425976
5.234731;-8.31491228;8.154e-05;-3.42980929;-1.61655782;-13.36119785;-8.34336863988433;-2.2397570263134776;-3.990623785786425;-2.778072183802192;-5.01782921011567
5.434731;-8.05389141;-0.00013763;-3.14319322;-1.41358568;-12.61080795;-8.081073936980028;-2.06489254755024;-3.6753208458856244;-2.464841465469732;-4.529734013019972
5.634731;-7.79913079;-0.00022224;-2.88581087;-1.24072081;-11.92588471;-7.82571994827318;-1.9069453399468486;-3.3910510851257434;-2.193219421779971;-4.10016476172682
5.834731;-7.55083144;-0.00023615;-2.65406278;-1.09274767;-11.29787804;-7.577346355488927;-1.76392922692494;-3.1340929028309708;-1.9566024575861338;-3.720531684511074
6.034731;-7.30912389;-0.00021459;-2.44489827;-0.96548769;-10.71972443;-7.335965351724595;-1.6341376205278573;-2.9012592913145245;-1.749621457747547;-3.3837590782754043
6.234731;-7.07411416;-0.00017844;-2.2556993;-0.85556901;-10.18556092;-7.1015633788035775;-1.516096986420814;-2.6898078863134054;-1.5679005547756089;-3.083997541196423
6.434731;-6.84584458;-0.00013989;-2.08420924;-0.7602513;-9.69044501;-6.874103317482994;-1.4085292863493837;-2.4973682243598074;-1.4078124061676214;-2.816341692517005
6.634731;-6.62431358;-0.00010518;-1.92846999;-0.67729226;-9.23018102;-6.65352685881008;-1.31032143840865;-2.3218825931825426;-1.2663327227812697;-2.5766541611899196
6.834731;-6.40043639;-7.259e-05;-1.78678493;-0.60482724;-8.79212115;-6.4397569015701945;-1.2205003076882313;-2.1615576623967345;-1.131863940741574;-2.3523642484298053
7.034731;-6.19416308;-5.857e-05;-1.65764505;-0.54136037;-8.39322707;-6.2326998873462705;-1.1382120893246293;-2.014824704735098;-1.0223150933291003;-2.1605271826537296
7.234731;-5.99463499;-4.814e-05;-1.53976144;-0.48560145;-8.02004603;-6.032248023293815;-1.0627052064043043;-1.8803066991198658;-0.9250928003018803;-1.9877980067061847
7.434731;-5.80167563;-4.004e-05;-1.43199445;-0.43648017;-7.67019028;-5.838281365533685;-0.9933160406482421;-1.7567909773392323;-0.8385928738180725;-1.8319089144663145
7.634731;-5.61513784;-3.336e-05;-1.33331729;-0.3930948;-7.34158328;-5.6506697498402705;-0.9294569616781799;-1.6432063614712489;-0.7614565684815496;-1.6909135301597296
7.834731;-5.43483845;-2.761e-05;-1.2428362;-0.35468224;-7.0323845;-5.469274564826782;-0.8706062333751422;-1.5386039595146273;-0.6925037017980756;-1.5631099351732178
8.034731;-5.26061533;-2.254e-05;-1.15976495;-0.32059407;-6.74099688;-5.293950368216842;-0.8162994624059814;-1.4421409573647266;-0.630747049377177;-1.4470465117831584
